Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
CAMPUS PEDREIRAS IFMA;154855;54;Material;154855-3/2025;Aquisições de computadores e notebooks para IFMA Campus Pedreiras.;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;8435;NOTEBOOK;603746;ALIMENTAÇÃO: BIVOLT AUTOMÁTICA, ARMAZENAMENTO HDD: 1, ARMAZENAMENTO SSD: SEM DISCO SSD, BATERIA: ATÉ 4 CÉLULAS, GARANTIA ON SITE: 36, INTERATIVIDADE DA TELA: SEM INTERATIVIDADE, MEMÓRIA RAM: SUPERIOR A 8, NÚCLEOS POR PROCESSADOR: ATÉ 4, SISTEMA OPERACIONAL: PROPRIETÁRIO, TELA: SUPERIOR A 14;UN;10,0000;7000,0000;70000,0000;0,0000;02/06/2025
CAMPUS PEDREIRAS IFMA;154855;64;Soluções de TIC;154855-36/2025;Contratação de suíte de escritório para atender o IFMA Campus Pedreiras;Catálogo do Compras.gov.br;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;27456;LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA ESTAÇÃO DE TRABALHO;-;60,0000;300,0000;18000,0000;0,0000;03/03/2025
CAMPUS PEDREIRAS IFMA;154855;65;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;907;PROJETOR MULTIMÍDIA;603956;CARACTERÍSTICAS ADICIONAIS: CONEXÃO: HDMI, USB, WI-FI, LUMINOSIDADE MÍNIMA: 4.000, QUANTIDADE ENTRADAS VÍDEO: 4, RESOLUÇÃO: 1.280 X 800, TIPO: INTERATIVO, TIPO LÂMPADA: LED, TIPO PROJEÇÃO: FRONTAL, TIPO ZOOM: DIGITAL, VOLTAGEM: BIVOLT;UN;10,0000;5920,8500;59208,5000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;66;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;12609;TELEVISOR;611856;ACESSÓRIOS: CONTROLE REMOTO, CARACTERÍSTICAS ADICIONAIS: SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, COR: PRETA, TAMANHO TELA: 75, TIPO TELA: LED TOUCH SCREEN, VOLTAGEM: 110/220;UN;15,0000;4757,8200;71367,3000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;67;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;12395;SUPORTE DE VIDEOCASSETE / TELEVISAO;611786;COR: PRETA, MATERIAL: METAL, TAMANHO: PARA TV DE 32" ATÉ 75", TIPO: PEDESTAL;UN;15,0000;751,8500;11277,7500;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;68;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;915;TELA PROJEÇÃO;617879;ALTURA: 1.742, CARACTERÍSTICAS ADICIONAIS: HDR10 PRO E SOM DE SUPERFÍCIE, ESPESSURA: 54,9, LARGURA: 3.005, MATERIAL ESTRUTURA: ALUMÍNIO/ABS, TAMANHO TELA: 130, TENSÃO ENTRADA: 100/240, TIPO TELA: LED;UN;15,0000;643,1200;9646,8000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;69;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;5965;FONES, MICROFONES E ALTO-FALANTES;7703;FONE OUVIDO;484640;APLICAÇÃO: ÁUDIO, CARACTERÍSTICAS ADICIONAIS: ESTÉREO, COMPRIMENTO FIO: 1,33, COR: PRETA, FREQÜÊNCIA: 18 HZ A 20, IMPEDÂNCIA: 32, POTÊNCIA: 108, SENSIBILIDADE: 24, TIPO: PROFISSIONAL, TIPO FONE: SUPRA-AURICULARES;UN;10,0000;160,4400;1604,4000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;70;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;4080;CADEIRA ESCOLAR;459150;CARACTERÍSTICAS ADICIONAIS: PRANCHETA LATERAL E PORTA LIVROS EM RESINA TERMOPL, COR ESTRUTURA: BRANCA, MATERIAL ASSENTO: POLIPROPILENO, MATERIAL BORDA: POLIPROPILENO, MATERIAL ENCOSTO: POLIPROPILENO, MATERIAL ESTRUTURA: TUBO AÇO INDUSTRIAL, TIPO BASE: FIXA, TRATAMENTO SUPERFICIAL: PINTURA EM EPÓXI;UN;100,0000;738,5000;73850,0000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;71;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;615219;APOIO BRAÇO: FIXOS REVESTIDOS DE ESPUMA DE POLIURETANO, CARACTERÍSTICAS ADICIONAIS: REGULAGEM ENCOSTO, APÓIO PÉS, SUPORTE LOMBAR, COR: PRETA, DIMENSÕES ASSENTO: 490 X 500, DIMENSÕES ENCOSTO: 720 X 405, MATERIAL ASSENTO: MADEIRA MULTILAMINADA E ESPUMA INJETADA, MATERIAL ENCOSTO: MADEIRA MULTILAMINADA E ESPUMA INJETADA, MATERIAL ESTRUTURA: AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: COURO SINTÉTICO, QUANTIDADE PÉS: 5, TIPO BASE: GIRATÓRIA COM 5 RODÍZIOS DUPLOS, TIPO ENCOSTO: ALTO / REGULÁVEL / ANATÔMICO, TIPO SISTEMA REGULAGEM VERTICAL: A GÁS;UN;5,0000;922,7500;4613,7500;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;72;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;13678;CADEIRA FIXA;623644;ACABAMENTO ESTRUTURA: PINTADO EM EPÓXI, CARACTERÍSTICAS ADICIONAIS: SEM BRAÇO, MATERIAL ASSENTO: ESPUMA DE POLIURETANO, MATERIAL ENCOSTO: ESPUMA POLIURETANO INJETADO, MATERIAL ESTRUTURA: AÇO TUBULAR, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: TECIDO, TIPO BASE: FIXO, TIPO ENCOSTO: ESPALDAR MÉDIO, TIPO PÉ: COM FORMATO CURVO DO "S", TRATAMENTO SUPERFICIAL: FOSFATIZADO ANTI-FERRUGEM;UN;10,0000;295,0600;2950,6000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;89;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;11495;LIXEIRA;365396;APLICAÇÃO: COLETA SELETIVA DE LIXO, CAPACIDADE: 80, CARACTERÍSTICAS ADICIONAIS: QUADRADA, COR: MARROM, MATERIAL: POLIETILENO, TIPO: TAMPA BASCULANTE;UN;4,0000;6525,0000;26100,0000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;73;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;485840;APOIO BRAÇO: COM BRAÇOS, COR: PRETA, MATERIAL ASSENTO: ESPUMA POLIURETANO INJETADO, MATERIAL ENCOSTO: ESPUMA POLIURETANO INJETADO, MATERIAL ESTRUTURA: ALUMÍNIO FUNDIDO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: COURO ECOLÓGICO, QUANTIDADE PÉS: 5, TIPO BASE: GIRATÓRIA, TIPO ENCOSTO: ALTO, TIPO SISTEMA REGULAGEM VERTICAL: A GÁS, TRATAMENTO SUPERFICIAL ESTRUTURA: CROMADO;UN;5,0000;1888,1400;9440,7000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;74;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;5410;EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS;11336;PULPITO PORTATIL;612493;ALTURA: 120, CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO DO ÓRGÃO, LARGURA: 120, MATERIAL: ACRÍLICO, PROFUNDIDADE: 60, REVESTIMENTO: MELAMÍNICO;UN;1,0000;1539,4200;1539,4200;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;75;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;8405;VESTUÁRIO EXTERNO MASCULINO;17791;TOGA;616702;APLICAÇÃO: SOLENIDADES, CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO, COR: PRETA, MATERIAL: GABARDINE, TAMANHO: SOB MEDIDA;UN;40,0000;325,5000;13020,0000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;76;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;14395;MESA COPA/COZINHA;620731;ALTURA MESA: 78, DIÂMETRO: 1,3, ESPESSURA TAMPO: 25, FORMA MESA: REDONDA, MATERIAL MESA: MADEIRA MACIÇA, REVESTIMENTO TAMPO: LAMINA;UN;1,0000;867,9400;867,9400;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;77;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;14395;MESA COPA/COZINHA;296859;ALTURA MESA: 0,78, COMPRIMENTO MESA: 1,80, FORMA MESA: RETANGULAR, LARGURA MESA: 1,50, MATERIAL CADEIRA: MADEIRA MACIÇA, MATERIAL MESA: MADEIRA MACIÇA, QUANTIDADE CADEIRAS: 8;UN;20,0000;2000,5700;40011,4000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;78;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;15339;CADEIRA REFEITÓRIO;621538;ACABAMENTO SUPERFICIAL: EM VERNIZ P.U, NATURAL, ALTURA: 84, CARACTERÍSTICAS ADICIONAIS: SUPORTA 150 KG DE PESO, COMPRIMENTO: 47, ESTRUTURA: MADEIRA, LARGURA: 45, MATERIAL: MADEIRA, MATERIAL ASSENTO: MADEIRA;UN;100,0000;100,0000;10000,0000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;79;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7105;MOBILIÁRIO DOMÉSTICO;15339;CADEIRA REFEITÓRIO;394727;ACABAMENTO SUPERFICIAL: PINTURA A PÓ ELETROSTÁTICA (POLIÉSTER), ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: FIXA, SEM BRAÇOS, COMPRIMENTO: 49, COR: CINZA PRATA, ESTRUTURA: TUBO DE AÇO, LARGURA: 44, MATERIAL: AÇO CARBONO;UN;40,0000;397,3100;15892,4000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;80;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;3249;BALCÃO TÉRMICO;254460;ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: VITRINE SUPERIOR VIDRO RETO DE 10MM DE ESPESSURA, COMPONENTES: COM TANQUE BANHO MARIA, COMPRIMENTO: 215, LARGURA: 120, MATERIAL: AÇO INOXIDÁVEL, QUANTIDADE RECIPIENTE: 6, TIPO RECIPIENTES: GN 1/1-200 COM ALÇAS MÓVEIS E TAMPA, TIPO RODÍZIO: DOIS LATERAIS DE CORRE BANDEJA;UN;2,0000;19958,3300;39916,6600;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;81;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;16082;MESA REFEITÓRIO;308401;ACABAMENTO SUPERFICIAL ESTRUTURA: PINTURA EM EPÓXI PRETA, ALTURA: 0,74, CARACTERÍSTICAS ADICIONAIS: 6 BANCOS ACOPLADO, COMPRIMENTO: 180, COR: BRANCA, ESPESSURA: 25, LARGURA: 80, MATERIAL ESTRUTURA: TUBO AÇO, MATERIAL TAMPO: MADEIRA AGLOMERADA;UN;4,0000;1634,7000;6538,8000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;82;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;334;ESTANTE METÁLICA;329298;ALTURA: 2, CARACTERÍSTICAS ADICIONAIS: 2 REFORÇOS LATERAIS E 1 NO FUNDO NA COR AZUL CLARO, LARGURA: 0,925, MATERIAL: CHAPA AÇO, PROFUNDIDADE: 0,40, QUANTIDADE PRATELEIRAS: 7;UN;5,0000;2698,3400;13491,7000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;83;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;334;ESTANTE METÁLICA;613889;ALTURA: 1,80, LARGURA: 1,00, MATERIAL: AÇO INOX AISI 304, PROFUNDIDADE: 50, QUANTIDADE PRATELEIRAS: 4, TIPO PRATELEIRAS: CHAPA PERFURADA;UN;5,0000;1343,0400;6715,2000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;84;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;309;ARMÁRIO AÇO;429354;ACABAMENTO SUPERFICIAL: PINTURA EPÓXI, ALTURA: 1,90, CARACTERÍSTICAS ADICIONAIS: FECHADURA PITÃO PARA CADEADO E TRAVA CREMALHEIRA, COR: CINZA, LARGURA: 1,23, PROFUNDIDADE: 0,40, QUANTIDADE PORTAS: 20;UN;5,0000;1343,0400;6715,2000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;85;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14437;REFRIGERADOR EXPOSITOR;392186;CAPACIDADE: 572, CARACTERÍSTICAS ADICIONAIS: EVAPORADOR ALETADO, PORTA ANTIEMBAÇANTE, FECHAMENT, TEMPERATURA: 2 A 8, TIPO: VERTICAL, VOLTAGEM: 220;UN;2,0000;5346,2400;10692,4800;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;86;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;623599;ALTURA: 209,9, APLICAÇÃO: COZINHA INDUSTRIAL, CAPACIDADE: 1.045, CARACTERÍSTICAS ADICIONAIS: REFRIGERAÇÃO POR AR FORÇADO, COR: INOX, FUNÇÕES: DEGELO AUTOMÁTICO, COM INDICADOR DE TEMPERATURA, LARGURA: 122,6, PROFUNDIDADE: 84,2, QUANTIDADE DE PORTAS: 4, TEMPERATURA OPERAÇÃO: -20º A -12º, TIPO PORTA: CEGAS COM RESISTÊNCIA, VOLTAGEM: 220;UN;2,0000;4879,9400;9759,8800;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;87;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7320;EQUIPAMENTOS E APARELHOS DE COZINHA;1093;LIQUIDIFICADOR INDUSTRIAL;429383;CAPACIDADE: 4, MATERIAL BASE: AÇO INOX, MATERIAL COPO: AÇO INOXIDÁVEL, TENSÃO NOMINAL: 220;UN;2,0000;545,6700;1091,3400;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;88;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;3605;MÁQUINAS E EQUIPAMENTOS PARA PRODUTOS ALIMENTÍCIOS;9242;APARELHO EXTRAÇÃO SUCO;402198;CAPACIDADE: 1,5, CARACTERÍSTICAS ADICIONAIS: ELÉTRICA, TENSÃO: 220, TIPO: PORTÁTIL;UN;2,0000;545,6700;1091,3400;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;90;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;15740;CONJUNTO LIXEIRA COLETA SELETIVA;330589;APLICAÇÃO: COLETA DE LIXO, CAPACIDADE: 100, CARACTERÍSTICAS ADICIONAIS: TAMPA BASCULANTE, COR: AZUL, VERMELHA, VERDE E AMARELA, MATERIAL: POLIETILENO, QUANTIDADE LIXEIRAS: 4;CJ;2,0000;3835,0500;7670,1000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;91;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;11495;LIXEIRA;620233;APLICAÇÃO: COLETA SELETIVA, CAPACIDADE: 50, CARACTERÍSTICAS ADICIONAIS	2: DIMENSÕES: 77,5 X 41 X 32,5 CM, COR: AZUL, IMPRESSÃO: CONFORME MODELO, MATERIAL: POLIPROPILENO, REVESTIMENTO: TRATAMENTO EM UV, TIPO: COM TAMPA VAI-VEM;UN;10,0000;72,0100;720,1000;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;92;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;3510;EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO;9311;MÁQUINA LAVAR / SECAR ROUPA - PEÇA/ACESSÓRIO;487594;APLICAÇÃO: LAVADORA COLORMAQ LCA 12/15, REFERÊNCIA: 07200004, TIPO: PLACA DE POTÊNCIA;UN;1,0000;3528,0800;3528,0800;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;93;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;785;REFRIGERADOR DUPLEX;234937;CAPACIDADE CONGELADOR: 115, CAPACIDADE REFRIGERAÇÃO: 470, CARACTERÍSTICAS ADICIONAIS: PRATELEIRAS DESLIZANTES, SISTEMA DEGELO: AUTOMÁTICO, TENSÃO ALIMENTAÇÃO: 110, TIPO PORTAS: REVERSÍVEIS, ALTURA: 186, LARGURA: 72, PROFUNDIDADE: 71;UN;1,0000;3528,0800;3528,0800;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;94;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1045;FORNO MICROONDAS;473582;CAPACIDADE: 32, CARACTERÍSTICAS ADICIONAIS: ALARME SONORO, POTÊNCIA: 900, VOLTAGEM: 220;UN;2,0000;643,9600;1287,9200;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;95;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;784;FRIGOBAR;621443;CAPACIDADE: 120, CARACTERÍSTICAS ADICIONAIS: PRATELEIRAS REMOVÍVEIS/GAVETAS/ETIQUETA "A', CONSUMO MÁXIMO: 19, COR: BRANCA, TENSÃO ALIMENTAÇÃO: 127/220;UN;5,0000;1355,6900;6778,4500;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;96;Material;154855-37/2025;Aquisição de equipamentos de audiovisual, refeitório e mobiliário;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;9824;MOBILIÁRIO PISCINA / JARDIM;480403;ALTURA: 80, CARACTERÍSTICAS ADICIONAIS: ACOMPANHA BANCOS, DIÂMETRO: 100, FORMATO: REDONDA, MATERIAL: CONCRETO, TIPO: MESA;UN;5,0000;947,8900;4739,4500;0,0000;03/02/2025
CAMPUS PEDREIRAS IFMA;154855;97;Material;154855-38/2025;Aquisição de aparelho de ar-condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;619108;CAPACIDADE REFRIGERAÇÃO: 9.000, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO/CICLO REVERSO (QUENTE/FRIO), FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: SPLIT INVERTER, TENSÃO: 220, TIPO: HI-WALL;UN;2,0000;1558,0000;3116,0000;0,0000;02/05/2025
CAMPUS PEDREIRAS IFMA;154855;98;Material;154855-38/2025;Aquisição de aparelho de ar-condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;397100;CAPACIDADE REFRIGERAÇÃO: 12.000, CARACTERÍSTICAS ADICIONAIS 1: QUENTE/FRIO, CONTROLE REMOTO, FILTRAGEM ANTI-BACTÉ, MODELO: HI WALL, TENSÃO: 220, TIPO: SPLIT;UN;2,0000;2041,0000;4082,0000;0,0000;02/05/2025
CAMPUS PEDREIRAS IFMA;154855;99;Material;154855-38/2025;Aquisição de aparelho de ar-condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;355744;CAPACIDADE REFRIGERAÇÃO: 18.000, CARACTERÍSTICAS ADICIONAIS 1: CICLO FRIO, SELO PROCEL, CONTROLE REMOTO SEM FIO, MODELO: HI WALL, NÍVEL RUÍDO INTERNO: 57, TENSÃO: 220, TIPO: SPLIT;UN;5,0000;2714,0000;13570,0000;0,0000;02/05/2025
CAMPUS PEDREIRAS IFMA;154855;100;Material;154855-38/2025;Aquisição de aparelho de ar-condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;621109;CAPACIDADE REFRIGERAÇÃO: 30.000, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO SEM FIO / CICLO SÓ FRIO / INVERTER, FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: TETO/PISO, TENSÃO: 220, TIPO: SPLIT;UN;14,0000;5178,7800;72502,9200;0,0000;02/05/2025
CAMPUS PEDREIRAS IFMA;154855;101;Material;154855-38/2025;Aquisição de aparelho de ar-condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;621098;CAPACIDADE REFRIGERAÇÃO: 36.000, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO SEM FIO / CICLO SÓ FRIO / INVERTER, FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: TETO/PISO, TENSÃO: 220, TIPO: SPLIT;UN;4,0000;6066,6600;24266,6400;0,0000;02/05/2025
CAMPUS PEDREIRAS IFMA;154855;102;Material;154855-38/2025;Aquisição de aparelho de ar-condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;612298;CAPACIDADE REFRIGERAÇÃO: 60.000, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO SEM FIO, DISPLAY CRISTAL LÍQUIDO,, MODELO: PISO-TETO INVERTER, TENSÃO: 380, TIPO: SPLIT;UN;20,0000;8856,0000;177120,0000;0,0000;02/05/2025
CAMPUS PEDREIRAS IFMA;154855;103;Serviço;154855-39/2025;DECORAÇÃO - EVENTOS / SOLENIDADES;Catálogo do Compras.gov.br;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;;;17019;DECORAÇÃO - EVENTOS / SOLENIDADES;-;1,0000;35000,0000;35000,0000;0,0000;20/03/2025
CAMPUS PEDREIRAS IFMA;154855;118;Serviço;154855-45/2025;Contratação da Empresa Responsável Confraternização de Final de Ano de 2025 para Servidores do IFMA;Catálogo do Compras.gov.br;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;;;17019;DECORAÇÃO - EVENTOS / SOLENIDADES;-;1,0000;20000,0000;20000,0000;0,0000;01/12/2025
CAMPUS PEDREIRAS IFMA;154855;119;Soluções de TIC;154855-46/2025;Contratação de empresa especializada na prestação de serviço de comunicação de dados via internet.;Catálogo do Compras.gov.br;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;;;26484;ACESSO A INTERNET VIA CABO;-;1,0000;40000,0000;40000,0000;0,0000;31/12/2025
CAMPUS PEDREIRAS IFMA;154855;104;Serviço;154855-40/2025;SEGURO CONTRA ACIDENTES PARA ALUNOS E ESTAGIÁRIOS INTERNOS E EXTERNOS;Catálogo do Compras.gov.br;Serviço;713;SERVIÇOS DE SEGUROS E DE PENSÕES(EXCETO SERVIÇO DE RESEGURO)EXCETO SERVIÇOS DE SEGURIDADE SOCIAL COMPULSÓRIA;;;;;-;0,0000;0,0000;50000,0000;0,0000;29/08/2025
CAMPUS PEDREIRAS IFMA;154855;120;Serviço;154855-47/2025;MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO;Catálogo do Compras.gov.br;Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;3662;MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO;-;1,0000;7000,0000;7000,0000;0,0000;31/12/2025
CAMPUS PEDREIRAS IFMA;154855;105;Serviço;154855-42/2025;Prestação de serviços de confecção e instalação de sistemas de sinalização e acessibilidade;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;17086;ESTUDOS E PROJETOS DE SISTEMAS DE SINALIZAÇÃO  / COMUNICAÇÃOVISUAL;-;1,0000;600000,0000;600000,0000;0,0000;11/09/2025
